Код	Полное наименование	Короткое наименование	Регион	Район	Улица
823851	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ПЕРВОЕ МАЯ"""	"ФАП ""ПЕРВОЕ МАЯ"""	Чуйская	Сокулукский	
617181	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""Чырмаш Кочоров"""	ФАП им. Чырмаш Кочоров	Ошская	Узгенский	
308031	ТОКТОГУЛЬСКИЙ МЕЖРАЙОННЫЙ ПРОТИВОТУБЕРКУЛЕЗНЫЙ ДИСПАНСЕР	ТУБДИСПАНСЕР ТОКТОГУЛЬСКИЙ МЕЖРАЙОННЫЙ	Джалал-Абадская	Токтогульский	
310271	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""БАЛА-ЧЫЧКАН"""	"ФАП ""БАЛА-ЧЫЧКАН"""	Джалал-Абадская	Токтогульский	
102081	НАЦИОНАЛЬНЫЙ ЦЕНТР ФТИЗИАТРИИ	НЦ ФТИЗИАТРИИ	Бишкек	Октябрьский	Ахунбаева
306111	"ФИЛИАЛ ТЕРРИТОРИАЛЬНОЙ БОЛЬНИЦЫ ""СЕЙДИКУМ"""	"ФТБ ""СЕЙДИКУМ"""	Джалал-Абадская	Базар-Коргонский	
307871	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЫЗЫЛ-КЫРГЫЗСТАН"""	"ФАП ""КЫЗЫЛ-КЫРГЫЗСТАН"""	Джалал-Абадская	Ноокенский	Абдилажанов Алымжан ул.
822651	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""НИЖНЯЯ АЛА-АРЧА"""	"ГСВ ""НИЖНЯЯ АЛА-АРЧА"""	Чуйская	Аламудунский	
642161	ФЕЛЬДШЕРСКИЙ ПУНКТ Коммунизм	ФП Коммунизм	Ошская	Алайский	
842071	ЦЕНТР ОБЩЕВРАЧЕБНОЙ ПРАКТИКИ КЕМИНСКОГО РАЙОНА	ЦОВП Кеминского района	Чуйская	Кеминский	Абдубачаева ул.
412111	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ТОГОЛОК-МОЛДО"""	"ГСВ ""ТОГОЛОК-МОЛДО"""	Нарынская	Ак-Талинский	Мусакожо
101431	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №10	ГСВ №10	Бишкек	Ленинский	Сельсоветская ул.
842051	ЦЕНТР ОБЩЕВРАЧЕБНОЙ ПРАКТИКИ ЫСЫК-АТИНСКОГО РАЙОНА	ЦОВП ЫСЫК-АТИНСКОГО РАЙОНА	Чуйская	Ысык-Атинский	Эмильбек Иманкулов ул.
542111	Межрайонный Кадамжайский Центр профилактики заболеваний и государственного санитарно-эпидемиологическиго надзора	МКЦПЗиГСЭН	Баткенская	Кадамжайский	Больничный
204331	ИССЫККУЛЬСКИЙ ФИЛИАЛ АССОЦИАЦИИ ГРУПП СЕМЕЙНЫХ ВРАЧЕЙ	ФИЛИАЛ АГСВ ИССЫККУЛЬСКИЙ	Иссык-Кульская	Каракол	
513651	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КУЛУНДА"""	"ГСВ ""КУЛУНДА"""	Баткенская	Лейлекский	
721481	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ДЖООН-ДЕБЕ"""	"ГСВ ""ДЖООН-ДЕБЕ"""	Таласская	Кара-Бууринский	
307001	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЫР-ЖОЛ"""	"ФАП ""КЫР-ЖОЛ"""	Джалал-Абадская	Сузакский	Ташиев С.
308481	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №4	ГСВ №4	Джалал-Абадская	Базар-Коргонский	
308451	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №1	ГСВ №1	Джалал-Абадская	Базар-Коргонский	
309231	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №12 ""ООГОН-ТАЛАА"""	"ГСВ №12 ""ООГОН-ТАЛАА"""	Джалал-Абадская	Базар-Коргонский	
309221	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №11 ""МОГОЛ-КОРГОН"""	"ГСВ №11 ""МОГОЛ-КОРГОН"""	Джалал-Абадская	Базар-Коргонский	
826051	ЧУЙСКИЙ ОБЛАСТНОЙ ЦЕНТР БОРЬБЫ С ТУБЕРКУЛЕЗОМ	ЧУЙСКАЯ ОБЛ.ЦЕНТР БОРЬБЫ С ТУБЕРКУЛЕЗОМ	Чуйская	Аламудунский	Победа
309241	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №14 ""ТАЛДУУ-БУЛАК"""	"ГСВ №14 ""ТАЛДУУ-БУЛАК"""	Джалал-Абадская	Базар-Коргонский	
308661	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №1	ГСВ №1	Джалал-Абадская	Ала-Букинский	М.Мамырбеков ул.
308501	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №6 ""САЙДЫКУМ"""	"ГСВ №6 ""САЙДЫКУМ"""	Джалал-Абадская	Базар-Коргонский	
305571	ЖАЛАЛ-АБАДСКИЙ ОБЛАСТНОЙ МЕДИКО-ИНФОРМАЦИОННЫЙ ЦЕНТР	ОМИЦ ЖАЛАЛ-АБАДСКИЙ	Джалал-Абадская	Джалал-Абад	
307451	"ФИЛИАЛ ТЕРРИТОРИАЛЬНОЙ БОЛЬНИЦЫ ""МОГОЛ"""	"ФТБ ""МОГОЛ"""	Джалал-Абадская	Базар-Коргонский	
721201	ТАЛАССКАЯ ОБЛАСТНАЯ ОБЪЕДИНЕННАЯ БОЛЬНИЦА	ООБ ТАЛАССКАЯ	Таласская	Талас	Бердике-Баатыр ул.
411861	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №1	ГСВ №1	Нарынская	Нарын	
309531	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №2	ГСВ №2	Джалал-Абадская	Аксыйский	
309521	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №1	ГСВ №1	Джалал-Абадская	Аксыйский	
513571	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №21	ГСВ №21	Баткенская	Кадамжайский	А.Ишматова ул.
310071	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №7	ГСВ №7	Джалал-Абадская	Сузакский	Курашев Жоробай
309611	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""АК-ДЖОЛ"""	"ГСВ ""АК-ДЖОЛ"""	Джалал-Абадская	Аксыйский	
309631	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""АК-СУУ"""	"ГСВ ""АК-СУУ"""	Джалал-Абадская	Аксыйский	
626301	ОШ ОБЛАСТНОЙ ЦЕНТР БОРЬБЫ С ТУБЕРКУЛЕЗОМ	ОШ ОБЛ ЦЕНТР БОРЬБЫ С ТУБЕРКУЛЕЗОМ	Ошская	город Ош	Р.Абдыкадырова ул.
512721	КЫЗЫЛ-КИЙСКИЙ МЕДИЦИНСКИЙ КОЛЛЕДЖ	КЫЗЫЛ-КИЙСКИЙ МЕДИЦИНСКИЙ КОЛЛЕДЖ	Баткенская	Кызыл-Кия	Ленина
308191	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТОСКООЛ"""	"ФАП ""ТОСКООЛ"""	Джалал-Абадская	Ноокенский	Тоскоол-Ата ул.
308181	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АПЫРТАН"""	"ФАП ""АПЫРТАН"""	Джалал-Абадская	Ноокенский	Ж.Эшенкулов ул.
101671	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №1	ГСВ №1	Бишкек	Октябрьский	Жукеева-Пудовкина ул.
615021	"ОТДЕЛЕНИЕ АРАВАНСКОЙ ТБ ""ТУЯМОЮН"""	"ОТДЕЛЕНИЕ АРАВАНСКОЙ ТБ ""ТУЯМОЮН"""	Ошская	Араванский	
410741	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КАРАСАЗ"""	"ФАП ""КАРАСАЗ"""	Нарынская	Кочкорский	Матай Ашым
614961	САРЫ-ТАШСКИЙ ФИЛИАЛ ТЕРРИТОРИАЛЬНОЙ БОЛЬНИЦЫ	ФТБ САРЫ-ТАШСКИЙ	Ошская	Алайский	
615011	ОТДЕЛЕНИЕ АРАВАНСКОЙ ТБ С.ТЕПЕ-КУРГАН	ОТДЕЛЕНИЕ АРАВАНСКОЙ ТБ  С.ТЕПЕ-КУРГАН	Ошская	Араванский	
615351	"ФИЛИАЛ АЛАЙСКОЙ ТЕРРИТОРИАЛЬНОЙ БОЛЬНИЦЫ ""СОПУ-КОРГОН"""	ФТБ СОПУ-КОРГОН	Ошская	Алайский	
615471	ЧОН-АЛАЙСКИЙ ЦЕНТР ПРОФИЛАКТИКИ ЗАБОЛЕВАНИЯ И ГОСУДАРСТВЕННОГО САНИТАРНО-ЭПИДЕМИОЛОГИЧЕСКОГО НАДЗОРА	ЧОН-АЛАЙСКИЙ РАЙОННЫЙ ЦПЗИГСЭН	Ошская	Чон-Алайский	
309661	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №15	ГСВ №15	Джалал-Абадская	Аксыйский	
309591	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КЫЗЫЛ-ТУУ"""	"ГСВ ""КЫЗЫЛ-ТУУ"""	Джалал-Абадская	Аксыйский	
615621	"ОТДЕЛЕНИЕ НООКАТСКОЙ ТБ ""КЕК-ДЖАР"""	"ОТД.НООКАТ ТБ ""КЕК-ДЖАР"""	Ошская	Ноокатский	
615391	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №17 ""ЗАРГЕР"""	"ГСВ №17 ""ЗАРГЕР"""	Ошская	Узгенский	
615371	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №15 ""ЖАЗЫ"""	"ГСВ №15 ""ЖАЗЫ"""	Ошская	Узгенский	
616821	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №23  ""АКБУЛАК"""	"ГСВ №23  ""АКБУЛАК"""	Ошская	Ноокатский	
615571	"ОТДЕЛЕНИЕ НООКАТСКОЙ  ТБ ""КОК-БЕЛЬ"""	"ОТД.НООКАТ ТБ ""КОК-БЕЛЬ"""	Ошская	Ноокатский	
615551	"ОТДЕЛЕНИЕ НООКАТСКОЙ  ТБ ""ДЖАНЫ-НООКАТ"""	"ОТД.НООКАТ ТБ ""ДЖАНЫ-НООКАТ"""	Ошская	Ноокатский	
615481	"ОТДЕЛЕНИЕ НООКАТСКОЙ ТБ ""ЖАЛ"""	"ОТД.НООКАТ ТБ ""ЖАЛ"""	Ошская	Ноокатский	
619031	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""САРЫ-ТАШ"""	"ГСВ ""САРЫ-ТАШ"""	Ошская	Алайский	
102221	РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ ИНФЕКЦИОННАЯ БОЛЬНИЦА	РЕСП. КЛИНИЧ. ИНФЕКЦИОННАЯ БОЛЬНИЦА	Бишкек	Первомайский	
822641	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЖАЙЫЛ"""	"ФАП ""ЖАЙЫЛ"""	Чуйская	Жайылский	
619471	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №3 ""УЗГЕН"""	"ГСВ №3 ""УЗГЕН"""	Ошская	Узгенский	
308981	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""АРАЛ"""	"ГСВ ""АРАЛ"""	Джалал-Абадская	Тогуз-Тороуский	Турдалиева Б
618751	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №1 ""ГУЛИСТАН"""	"ГСВ №1 ""ГУЛИСТАН"""	Ошская	Ноокатский	
618911	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №18 ""НАЙМАН"""	"ГСВ №18 ""НАЙМАН"""	Ошская	Ноокатский	
618801	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №6	ГСВ №6	Ошская	Ноокатский	
618771	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №3	ГСВ №3	Ошская	Ноокатский	
618401	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №24 ЗУЛПУКАРОВ	ГСВ №24 ЗУЛПУКАРОВ	Ошская	Ноокатский	
619461	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №2 ""ТАШЛАК"""	"ГСВ №2 ""ТАШЛАК"""	Ошская	Узгенский	
411301	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТЕРЕК-СУУ"""	"ФАП ""ТЕРЕК-СУУ"""	Нарынская	Ат-Башынский	Осонкул Ата
620001	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №2	ГСВ №2	Ошская	Кара-Кулжинский	
619501	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №6 ""УЗГЕН"""	"ГСВ №6 ""УЗГЕН"""	Ошская	Узгенский	
620011	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №3 им Мамазакир Абдыкадырова	ГСВ №3 им Мамазакир Абдыкадырова	Ошская	Кара-Кулжинский	
619671	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №7 ""КАШКА-ТЕРЕК"""	"ГСВ №7 ""КАШКА-ТЕРЕК"""	Ошская	Узгенский	
619711	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""БАШ-БУЛАК"""	"ГСВ ""БАШ-БУЛАК"""	Ошская	Кара-Сууйский	
618501	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №25 ""КАКЫР САЙ"""	"ГСВ №25 ""КАКЫР САЙ"""	Ошская	Ноокатский	
620031	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""БУЙГА"""	"ГСВ №11  ""БУЙГА"""	Ошская	Кара-Кулжинский	
619961	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КУРМАНЖАН-ДАТКА"""	"ГСВ ""КУРМАНЖАН-ДАТКА"""	Ошская	Кара-Сууйский	
619941	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""МАДЫ"""	"ГСВ ""МАДЫ"""	Ошская	Кара-Сууйский	
822451	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""БЕКИТАЙ"""	"ФАП ""БЕКИТАЙ"""	Чуйская	Жайылский	
619691	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ЯНГИ-ТУРМУШ"""	"ГСВ ""ЯНГИ-ТУРМУШ"""	Ошская	Кара-Сууйский	
822611	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КАРА-ДЕБЕ"""	"ФАП ""КАРА-ДЕБЕ"""	Чуйская	Жайылский	
822601	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КАЛДЫК"""	"ФАП ""КАЛДЫК"""	Чуйская	Жайылский	
822461	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""БОКСО-ЖОЛ"""	"ФАП ""БОКСО-ЖОЛ"""	Чуйская	Жайылский	
822501	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЫЗЫЛ-ДЫЙКАН"""	"ФАП ""КЫЗЫЛ-ДЫЙКАН"""	Чуйская	Жайылский	
821851	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КАЛИНИНСКОЕ"""	"ГСВ ""КАЛИНИНСКОЕ"""	Чуйская	Жайылский	
541331	Группа семейных врачей №33	ГСВ №33	Баткенская	Кадамжайский	Раимбердиева туп.
618931	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КАРА-ТАШ"""	"ГСВ ""КАРА-ТАШ"""	Ошская	Ноокатский	
618881	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №15 ""КОММУНИСТ"""	"ГСВ №15 ""КОММУНИСТ"""	Ошская	Ноокатский	
822531	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""МОНОЛДОР"""	"ФАП ""МОНОЛДОР"""	Чуйская	Жайылский	
618821	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №8	ГСВ №8	Ошская	Ноокатский	
822631	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ФЕДОРОВКА"""	"ФАП ""ФЕДОРОВКА"""	Чуйская	Жайылский	
822831	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ДЖОН-АРЫК"""	"ФАП ""ДЖОН-АРЫК"""	Чуйская	Жайылский	
823241	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""МАЛОВОДНОЕ"""	"ФАП ""МАЛОВОДНОЕ"""	Чуйская	Московский	
822351	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""МОЛТАВАР"""	"ФАП ""МОЛТАВАР"""	Чуйская	Жайылский	
307091	"ФИЛИАЛ ТЕРРИТОРИАЛЬНОЙ БОЛЬНИЦЫ ""ОРТО-АЗИЯ"""	"ФТБ ""ОРТО-АЗИЯ"""	Джалал-Абадская	Сузакский	Юлдашов Изатилла ул.
825931	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ДМИТРИЕВКА"""	"ГСВ ""ДМИТРИЕВКА"""	Чуйская	Ысык-Атинский	
620071	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ПЕРВОЕ МАЯ"""	"ГСВ №5 ""ПЕРВОЕ МАЯ"""	Ошская	Кара-Кулжинский	
822561	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""МАНАС"""	"ГСВ ""МАНАС"""	Чуйская	Сокулукский	
102091	НАЦИОНАЛЬНЫЙ ЦЕНТР ОНКОЛОГИИ И ГЕМАТОЛОГИИ ПРИ МИНИСТЕРСТВЕ ЗДРАВООХРАНЕНИЯ КР	НЦ ОНКОЛОГИИ И ГЕМАТОЛОГИИ ПРИ  МЗ КР	Бишкек	Октябрьский	Ахунбаева
241771	"Группа семейных врачей ""Назик"""	"""ГСВ"""	Иссык-Кульская	Каракол	
308671	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №2	ГСВ №2	Джалал-Абадская	Ала-Букинский	М.Мамырбеков ул.
641531	ЦЕНТР ОБЩЕВРАЧЕБНОЙ ПРАКТИКИ АРАВАНСКОГО РАЙОНА ОШСКОЙ ОБЛАСТИ	ЦОВП АРАВАН	Ошская	Араванский	Беш-карам-1 ул.
514751	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КЕК-ТАЛАА"""	"ГСВ ""КЕК-ТАЛАА"""	Баткенская	Кадамжайский	З.Кааров ул.
721671	ТАЛАССКИЙ ОБЛАСТНОЙ ЦЕНТР СЕМЕЙНОЙ МЕДИЦИНЫ	ЦСМ ТАЛАССКИЙ ОБЛАСТНОЙ	Таласская	Талас	Бердике-Баатыр ул.
841971	"Фельдшерско-акушерский пункт ""Кара-Суу"""	"ФАП ""Кара-Суу"""	Чуйская	Жайылский	
927181	Центр семейной медицины города Ош	ЦСМ г.Ош	город Ош	город Ош	Касымбекова
618941	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""БАРГЫ"""	"ГСВ ""БАРГЫ"""	Ошская	Ноокатский	
841981	"Фельдшерско-акушерский пункт ""Ставрополовка"""	"ФАП ""Ставрополовка"""	Чуйская	Жайылский	
411931	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КУРТКА"""	"ГСВ ""КУРТКА"""	Нарынская	Ак-Талинский	Бейшеналиев
618761	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №2 ""КАРА-ТУРПАК"""	"ГСВ №2 ""КАРА-ТУРПАК"""	Ошская	Ноокатский	
618831	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КУУ-МАЙДАН"""	"ГСВ ""КУУ-МАЙДАН"""	Ошская	Ноокатский	
102201	НАЦИОНАЛЬНЫЙ ЦЕНТР КАРДИОЛОГИИ И ТЕРАПИИ ИМЕНИ АКАДЕМИКА МИРСАИДА МИРРАХИМОВА ПРИ МЗ КР	НЦКиТ имени академика М.МИРРАХИМОВА при  МЗ КР	Бишкек	Первомайский	Тоголок Модо
721211	ТАЛАССКИЙ ОБЛАСТНОЙ ЦЕНТР БОРЬБЫ С ТУБЕРКУЛЕЗНОМ	ТАЛАССКИЙ ОБЛ. ЦЕНТР БОРЬБЫ ТУБЕРКУЛЕЗОМ	Таласская	Талас	К.Токтогулов
926831	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №11	ГСВ №11	город Ош	город Ош	
620311	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №4	ГСВ №4	Ошская	Араванский	ул.Курбанова
721271	ТАЛАССКИЙ МЕДИЦИНСКИЙ КОЛЛЕДЖ	ТАЛАССКИЙ МЕДИЦИНСКИЙ КОЛЛЕДЖ	Таласская	Талас	Манаса
410781	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""С.УРКУНЧИЕВ"""	"ГСВ ""С.УРКУНЧИЕВ"""	Нарынская	Кочкорский	Чечеев
942151	Медицинская клиника Ошского государственного университета	Медицинская клиника Ошского государственного университета	город Ош	город Ош	
542001	ЦЕНТР ОБЩЕВРАЧЕБНОЙ ПРАКТИКИ ГОРОДА КЫЗЫЛ-КЫЯ БАТКЕНСКОЙ ОБЛАСТИ	КЫЗЫЛ-КЫЯ ЦОВП	Баткенская	Кызыл-Кия	Ленина ул.
822731	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ОЗЕРНОЕ"""	"ГСВ ""ОЗЕРНОЕ"""	Чуйская	Аламудунский	
202961	ИССЫК-КУЛЬСКОЕ ОБЛАСТНОЕ БЮРО СУДМЕДЭКСПЕРТИЗЫ	СУДМЕДЭКСПЕРТИЗА ИССЫК-КУЛЬСКАЯ	Иссык-Кульская	Каракол	Орозова К. ул.
512661	БАТКЕНСКОЕ ТЕРРИТОРИАЛЬНОЕ УПРАВЛЕНИЕ ФОНДА ОБЯЗАТЕЛЬНОГО МЕДИЦИНСКОГО СТРАХОВАНИЯ	ТУ ФОМС БАТКЕНСКИЙ	Баткенская	Баткен	Ходжаева
824491	"РЕСПУБЛИКАНСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА ""ЧЫМ - КОРГОН"""	ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА РЕСПУБЛИКАНСКАЯ	Чуйская	Кеминский	Казакбаева
